deal_id,sub_code,deal_name,status,fy,period,company,instrument_type,underlying,psl_npsl,investor_name,trustee_ar,trustee,ratio,borrowing_date,payout_date,mclr_linked_or_fixed,mclr_on_deal_date,spread,deal_roi,servicing_fee_pct,net_roi,no_of_pool_contracts,amount_securitised_deal_date,purchase_consideration_deal_date,rating,loss_estimation_rating,first_loss_facility_pct,overcollateral_pct,tranche,credit_enhancement_type,credit_enhancement_initial_amount,mrr_percent,stated_tenor_months,underlying_seasoning_months,true_sale_criteria_met,true_sale_assumption_note,processing_fees_paid,documentation_charges,external_ca_fees,legal_documentation_fees,rating_fees,trustee_fees_pa,arranger_fees
D0215,,Aditya-BL-D0215,Closed,FY25,FY25 Q2,IIFL Finance Limited,PTC,BL,NPSL,Aditya Birla Capital Limited,Vistra ITCL,Axis Trustee,0.8861,2024-07-28,2024-08-28,Fixed,7.67,2.96,10.63,1.4975,9.9784,3753,270.26,258.07,AA+(SO),AA+(SO),0.0,0.0,Senior,Cash Collateral,21.22,0.1,24,7,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.27,0.34,0.5,0.36,0.95,0.25,0.68
D0216,,AU-LAP-D0216,Active,FY26,FY26 Q4,IIFL Finance Limited,DA,LAP,NPSL,AU Small Finance Bank,Axis Trustee,Axis Trustee,0.9386,2026-01-12,2026-02-12,MCLR Linked,10.86,2.39,13.25,1.5512,11.8765,2780,255.4,244.22,AA+(SO),AA+(SO),0.0,0.0,,None,0.0,0.05,38,16,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.26,0.31,0.42,0.39,0.91,0.36,0.64
D0217,,Federal-HCF-D0217,Active,FY25,FY25 Q3,IIFL Finance Limited,PTC,HCF,NPSL,Federal Bank,IDBI Trusteeship,Catalyst Trusteeship,0.8528,2024-10-18,2024-11-18,Fixed,9.4,2.38,11.78,1.6949,10.6875,13754,312.37,304.47,AAA(SO),AAA(SO),0.0,0.0,Senior,Cash Collateral,20.71,0.1,82,7,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.31,0.23,0.8,0.65,1.24,0.19,0.78
D0218,,South-MFI-D0218,Closed,FY25,FY25 Q4,IIFL Finance Limited,PTC,MFI,NPSL,South Indian Bank,IDBI Trusteeship,Catalyst Trusteeship,0.8828,2025-03-04,2025-04-04,Fixed,10.18,1.75,11.93,1.3736,10.6072,11607,206.77,190.3,Unrated,Unrated,0.1185,0.0,Senior,First Loss Guarantee,24.5,0.1,21,7,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.21,0.18,0.25,0.43,0.74,0.12,0.52
D0219,,Bank-LAP-D0219,Active,FY26,FY26 Q1,IIFL Finance Limited,PTC,LAP,PSL,Bank of Maharashtra,IDBI Trusteeship,Axis Trustee,0.8973,2025-06-03,2025-07-03,Fixed,8.11,2.55,10.66,1.6197,9.2159,21355,307.12,295.11,A+(SO),A+(SO),0.0,0.0352,Senior,Overcollateralization,10.81,0.05,67,8,False,True-sale status not independently verified for this synthetic deal -- flagged for legal review.,0.31,0.27,0.89,0.58,0.77,0.19,0.77
D0220,,UCO-Gold-D0220,Active,FY25,FY25 Q4,IIFL Finance Limited,DA,Gold,NPSL,UCO Bank,Axis Trustee,Vistra ITCL,0.9066,2025-03-10,2025-04-10,MCLR Linked,7.89,2.47,10.36,1.8504,9.0787,2094,62.62,60.19,AA(SO),AA(SO),0.0,0.0,,None,0.0,0.05,9,11,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.06,0.06,0.15,0.12,0.21,0.06,0.16
D0221,,DCB-LAP-D0221,Active,FY26,FY26 Q4,IIFL Finance Limited,DA,LAP,PSL,DCB Bank,Catalyst Trusteeship,IDBI Trusteeship,0.9455,2026-03-11,2026-04-11,Fixed,6.65,2.75,9.4,1.3128,8.1424,11608,144.72,142.26,A+(SO),A+(SO),0.0,0.0,,None,0.0,0.1,46,15,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.14,0.21,0.3,0.31,0.4,0.08,0.36
D0222,,South-Gold-D0222,Active,FY25,FY25 Q3,IIFL Finance Limited,PTC,Gold,PSL,South Indian Bank,Catalyst Trusteeship,Vistra ITCL,0.8681,2024-11-27,2024-12-27,Fixed,10.6,2.39,12.99,1.57,12.192,1262,8.62,8.09,AAA(SO),AAA(SO),0.0,0.0,Subordinate,Cash Collateral,0.3,0.05,8,5,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.01,0.01,0.01,0.02,0.02,0.01,0.02
D0223,,Karur-Gold-D0223,Active,FY26,FY26 Q3,IIFL Finance Limited,PTC,Gold,NPSL,Karur Vysya Bank,Axis Trustee,Axis Trustee,0.8584,2025-11-19,2025-12-19,Fixed,7.54,2.52,10.06,1.4537,9.3565,10931,333.03,312.67,A+(SO),A+(SO),0.0,0.0326,Senior,Overcollateralization,10.86,0.1,10,2,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.33,0.49,0.58,0.83,1.15,0.35,0.83
D0224,,Central-BL-D0224,Active,FY27,FY27 Q1,IIFL Samasta Finance,DA,BL,PSL,Central Bank of India,Vistra ITCL,Catalyst Trusteeship,0.8895,2026-06-15,2026-07-15,MCLR Linked,10.59,2.74,13.33,0.6845,12.6903,16300,15.18,14.96,A+(SO),A+(SO),0.0,0.0,,None,0.0,0.1,15,11,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.02,0.02,0.02,0.03,0.05,0.02,0.04
D0225,,IDBI-HCF-D0225,Active,FY27,FY27 Q1,IIFL Finance Limited,DA,HCF,NPSL,IDBI Bank,Axis Trustee,Catalyst Trusteeship,0.9287,2026-04-23,2026-05-23,Fixed,9.05,1.99,11.04,1.4736,10.4625,20144,129.45,123.26,AA+(SO),AA+(SO),0.0,0.0,,None,0.0,0.1,78,6,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.13,0.07,0.34,0.26,0.41,0.11,0.32
D0226,,IDBI-BL-D0226,Active,FY27,FY27 Q1,IIFL Finance Limited,DA,BL,PSL,IDBI Bank,Axis Trustee,Vistra ITCL,0.8537,2026-06-25,2026-07-25,MCLR Linked,9.18,3.47,12.65,1.2393,11.446,15067,170.0,167.54,AA(SO),AA(SO),0.0,0.0,,None,0.0,0.1,15,12,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.17,0.19,0.17,0.42,0.53,0.1,0.42
D0227,,UCO-BL-D0227,Active,FY26,FY26 Q2,IIFL Finance Limited,DA,BL,NPSL,UCO Bank,Catalyst Trusteeship,Axis Trustee,0.9141,2025-09-07,2025-10-07,MCLR Linked,9.34,2.63,11.97,1.9146,11.4181,2631,36.9,34.28,AA+(SO),AA+(SO),0.0,0.0,,None,0.0,0.1,16,13,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.04,0.05,0.07,0.09,0.08,0.04,0.09
D0228,,IDBI-LAP-D0228,Closed,FY25,FY25 Q1,IIFL Finance Limited,DA,LAP,NPSL,IDBI Bank,Catalyst Trusteeship,Catalyst Trusteeship,0.8528,2024-05-24,2024-06-24,Fixed,7.91,2.34,10.25,1.1479,9.726,11467,120.94,114.58,AAA(SO),AAA(SO),0.0,0.0,,None,0.0,0.1,63,1,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.12,0.16,0.35,0.27,0.26,0.12,0.3
D0229,,AU-Gold-D0229,Active,FY27,FY27 Q1,IIFL Finance Limited,DA,Gold,NPSL,AU Small Finance Bank,Catalyst Trusteeship,Catalyst Trusteeship,0.9178,2026-05-08,2026-06-08,Fixed,10.2,3.05,13.25,1.3389,12.4551,19470,270.97,261.15,AAA(SO),AAA(SO),0.0,0.0,,None,0.0,0.05,12,15,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.27,0.24,0.32,0.58,0.56,0.3,0.68
D0230,,Federal-LAP-D0230,Active,FY26,FY26 Q1,IIFL Finance Limited,PTC,LAP,PSL,Federal Bank,IDBI Trusteeship,IDBI Trusteeship,0.9297,2025-05-20,2025-06-20,MCLR Linked,9.61,2.18,11.79,0.5907,10.9783,6807,167.12,157.59,AAA(SO),AAA(SO),0.0397,0.0,Senior,First Loss Guarantee,6.63,0.1,68,12,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.17,0.16,0.49,0.36,0.38,0.23,0.42
D0231,,Central-SME-D0231,Active,FY25,FY25 Q4,IIFL Finance Limited,PTC,SME,NPSL,Central Bank of India,Axis Trustee,Vistra ITCL,0.8662,2025-02-10,2025-03-10,MCLR Linked,6.37,2.67,9.04,1.1815,7.7508,18832,16.37,15.29,AA+(SO),AA+(SO),0.0,0.0,Subordinate,Cash Collateral,0.65,0.05,38,11,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.02,0.01,0.02,0.02,0.03,0.01,0.04
D0232,,Central-SME-D0232,Active,FY27,FY27 Q1,IIFL Finance Limited,PTC,SME,PSL,Central Bank of India,Vistra ITCL,IDBI Trusteeship,0.884,2026-06-11,2026-07-11,Fixed,10.38,2.25,12.63,1.3318,11.9515,12388,76.72,75.9,Unrated,Unrated,0.0,0.0,Senior,Cash Collateral,3.05,0.05,25,1,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.08,0.04,0.21,0.18,0.12,0.09,0.19
D0233,,Bandhan-HCF-D0233,Closed,FY25,FY25 Q4,IIFL Finance Limited,DA,HCF,NPSL,Bandhan Bank,IDBI Trusteeship,Catalyst Trusteeship,0.9263,2025-02-07,2025-03-07,MCLR Linked,6.96,3.12,10.08,1.381,8.7256,20921,330.29,326.46,AAA(SO),AAA(SO),0.0,0.0,,None,0.0,0.05,60,12,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.33,0.26,0.43,0.45,1.02,0.26,0.83
D0234,,Indian-BL-D0234,Closed,FY25,FY25 Q3,IIFL Finance Limited,PTC,BL,PSL,Indian Overseas Bank,IDBI Trusteeship,IDBI Trusteeship,0.8952,2024-10-24,2024-11-24,MCLR Linked,8.29,2.83,11.12,0.8516,10.4014,21637,71.09,67.33,Unrated,Unrated,0.0,0.0,Senior,Cash Collateral,3.46,0.1,19,12,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.07,0.07,0.12,0.09,0.26,0.05,0.18
D0235,,Bandhan-SME-D0235,Active,FY26,FY26 Q1,IIFL Finance Limited,PTC,SME,NPSL,Bandhan Bank,IDBI Trusteeship,Catalyst Trusteeship,0.8619,2025-06-17,2025-07-17,Fixed,7.91,2.67,10.58,1.0404,9.534,15283,186.61,176.08,A+(SO),A+(SO),0.0,0.0327,Senior,Overcollateralization,6.1,0.05,44,7,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.19,0.16,0.44,0.26,0.63,0.24,0.47
D0236,,RBL-SME-D0236,Active,FY25,FY25 Q2,IIFL Finance Limited,DA,SME,PSL,RBL Bank,Axis Trustee,IDBI Trusteeship,0.8727,2024-08-28,2024-09-28,MCLR Linked,9.01,3.32,12.33,1.6237,11.3556,11858,272.98,256.53,A+(SO),A+(SO),0.0,0.0,,None,0.0,0.1,24,11,False,True-sale status not independently verified for this synthetic deal -- flagged for legal review.,0.27,0.28,0.7,0.58,0.9,0.26,0.68
D0237,,AU-MFI-D0237,Active,FY27,FY27 Q1,IIFL Finance Limited,PTC,MFI,NPSL,AU Small Finance Bank,Catalyst Trusteeship,Catalyst Trusteeship,0.9422,2026-04-23,2026-05-23,MCLR Linked,8.5,2.38,10.88,0.7305,9.4274,4705,140.52,134.96,A+(SO),A+(SO),0.0575,0.0,Senior,First Loss Guarantee,8.08,0.05,22,15,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.14,0.12,0.32,0.27,0.42,0.19,0.35
D0238,,Federal-SME-D0238,Active,FY26,FY26 Q1,IIFL Finance Limited,DA,SME,NPSL,Federal Bank,IDBI Trusteeship,IDBI Trusteeship,0.8791,2025-04-07,2025-05-07,Fixed,8.98,2.16,11.14,1.2866,10.1853,6117,229.07,215.63,AAA(SO),AAA(SO),0.0,0.0,,None,0.0,0.1,24,4,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.23,0.2,0.23,0.34,0.86,0.2,0.57
D0239,,UCO-SME-D0239,Active,FY26,FY26 Q4,IIFL Finance Limited,PTC,SME,NPSL,UCO Bank,Catalyst Trusteeship,Axis Trustee,0.9105,2026-03-03,2026-04-03,MCLR Linked,7.44,3.31,10.75,0.8703,9.9211,14662,58.53,54.69,AA+(SO),AA+(SO),0.0,0.0,Senior,None,0.0,0.05,45,9,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.06,0.06,0.12,0.1,0.09,0.03,0.15
D0240,,RBL-MFI-D0240,Active,FY27,FY27 Q1,IIFL Finance Limited,DA,MFI,NPSL,RBL Bank,Vistra ITCL,Catalyst Trusteeship,0.9198,2026-05-10,2026-06-10,MCLR Linked,7.61,3.15,10.76,1.5836,10.0427,20741,154.04,143.65,AA+(SO),AA+(SO),0.0,0.0,,None,0.0,0.1,23,0,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.15,0.15,0.46,0.28,0.61,0.09,0.39
D0241,,Bandhan-BL-D0241,Active,FY26,FY26 Q1,IIFL Finance Limited,PTC,BL,NPSL,Bandhan Bank,Axis Trustee,Catalyst Trusteeship,0.8583,2025-05-15,2025-06-15,MCLR Linked,7.83,1.91,9.74,1.4855,8.5264,23256,169.83,157.11,AA(SO),AA(SO),0.0908,0.0,Senior,First Loss Guarantee,15.42,0.05,13,5,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.17,0.16,0.33,0.24,0.32,0.23,0.42
D0242,,South-SME-D0242,Active,FY26,FY26 Q4,IIFL Finance Limited,PTC,SME,NPSL,South Indian Bank,Axis Trustee,Catalyst Trusteeship,0.9098,2026-03-13,2026-04-13,MCLR Linked,6.92,2.84,9.76,0.573,8.8826,12233,241.92,225.17,Unrated,Unrated,0.046,0.0,Senior,First Loss Guarantee,11.13,0.1,44,16,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.24,0.17,0.36,0.57,0.48,0.12,0.6
D0243,,IDBI-Gold-D0243,Active,FY26,FY26 Q4,IIFL Finance Limited,PTC,Gold,PSL,IDBI Bank,Vistra ITCL,Vistra ITCL,0.8674,2026-01-22,2026-02-22,MCLR Linked,5.86,3.42,9.28,1.1032,8.4638,6001,281.97,275.8,Unrated,Unrated,0.0,0.0,Senior,Cash Collateral,16.38,0.05,10,9,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.28,0.25,0.54,0.31,1.0,0.32,0.7
D0244,,Aditya-Gold-D0244,Active,FY26,FY26 Q1,IIFL Finance Limited,DA,Gold,PSL,Aditya Birla Capital Limited,Vistra ITCL,Axis Trustee,0.8568,2025-05-10,2025-06-10,MCLR Linked,9.95,2.5,12.45,0.5265,11.0379,19151,253.7,247.46,Unrated,Unrated,0.0,0.0,,None,0.0,0.05,9,15,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.25,0.24,0.51,0.54,0.7,0.31,0.63
D0245,,Punjab-SME-D0245,Closed,FY25,FY25 Q2,IIFL Finance Limited,PTC,SME,NPSL,Punjab and Sind Bank,Vistra ITCL,Catalyst Trusteeship,0.8729,2024-07-10,2024-08-10,MCLR Linked,8.94,1.99,10.93,1.5993,10.0873,10219,35.07,33.18,AAA(SO),AAA(SO),0.0482,0.0,Senior,First Loss Guarantee,1.69,0.1,34,11,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.04,0.02,0.04,0.08,0.14,0.05,0.09
D0246,,AU-BL-D0246,Active,FY25,FY25 Q4,IIFL Finance Limited,PTC,BL,PSL,AU Small Finance Bank,Axis Trustee,IDBI Trusteeship,0.9106,2025-02-06,2025-03-06,MCLR Linked,5.79,3.24,9.03,0.9547,7.9536,5137,334.48,308.94,AA+(SO),AA+(SO),0.1144,0.0,Senior,First Loss Guarantee,38.26,0.1,13,10,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.33,0.49,0.47,0.77,0.9,0.49,0.84
D0247,,Federal-LAP-D0247,Active,FY26,FY26 Q1,IIFL Finance Limited,DA,LAP,NPSL,Federal Bank,Axis Trustee,Vistra ITCL,0.8875,2025-06-14,2025-07-14,MCLR Linked,8.3,2.97,11.27,1.409,10.6981,1149,289.57,282.49,AAA(SO),AAA(SO),0.0,0.0,,None,0.0,0.1,45,8,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.29,0.18,0.56,0.36,0.57,0.15,0.72
D0248,,Federal-LAP-D0248,Active,FY26,FY26 Q1,IIFL Finance Limited,DA,LAP,NPSL,Federal Bank,Axis Trustee,IDBI Trusteeship,0.8742,2025-04-24,2025-05-24,MCLR Linked,8.2,2.48,10.68,0.5518,9.3669,4578,151.94,140.2,AA+(SO),AA+(SO),0.0,0.0,,None,0.0,0.1,68,16,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.15,0.17,0.36,0.31,0.47,0.12,0.38
D0249,,Bank-HCF-D0249,Active,FY26,FY26 Q3,IIFL Finance Limited,DA,HCF,NPSL,Bank of Maharashtra,Axis Trustee,Vistra ITCL,0.9234,2025-11-19,2025-12-19,MCLR Linked,10.1,3.18,13.28,1.6287,11.8557,23818,54.1,50.12,Unrated,Unrated,0.0,0.0,,None,0.0,0.1,60,1,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.05,0.07,0.07,0.1,0.19,0.07,0.14
D0250,,Karur-HCF-D0250,Active,FY26,FY26 Q1,IIFL Finance Limited,DA,HCF,PSL,Karur Vysya Bank,Axis Trustee,IDBI Trusteeship,0.8686,2025-04-23,2025-05-23,Fixed,6.92,3.47,10.39,0.5885,9.7073,23316,15.53,14.36,AA(SO),AA(SO),0.0,0.0,,None,0.0,0.1,71,8,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.02,0.02,0.02,0.04,0.04,0.02,0.04
D0251,,Bank-HCF-D0251,Closed,FY25,FY25 Q1,IIFL Finance Limited,PTC,HCF,NPSL,Bank of Maharashtra,Axis Trustee,Axis Trustee,0.9257,2024-06-13,2024-07-13,MCLR Linked,7.73,1.56,9.29,1.4066,8.4534,3803,175.1,169.34,AAA(SO),AAA(SO),0.0309,0.0,Senior,First Loss Guarantee,5.41,0.05,48,14,False,True-sale status not independently verified for this synthetic deal -- flagged for legal review.,0.18,0.21,0.3,0.26,0.37,0.15,0.44
D0252,,Indian-LAP-D0252,Closed,FY25,FY25 Q4,IIFL Finance Limited,DA,LAP,NPSL,Indian Overseas Bank,IDBI Trusteeship,Catalyst Trusteeship,0.9486,2025-03-28,2025-04-28,Fixed,7.04,2.41,9.45,1.9363,8.1374,5050,257.95,253.35,Unrated,Unrated,0.0,0.0,,None,0.0,0.05,51,15,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.26,0.13,0.44,0.28,0.91,0.21,0.64
D0253,,Indian-SME-D0253,Active,FY26,FY26 Q4,IIFL Finance Limited,DA,SME,PSL,Indian Overseas Bank,Axis Trustee,Catalyst Trusteeship,0.8982,2026-03-20,2026-04-20,Fixed,10.37,2.2,12.57,1.311,11.8266,3791,345.6,338.69,AA+(SO),AA+(SO),0.0,0.0,,None,0.0,0.1,25,18,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.35,0.23,1.0,0.71,0.61,0.52,0.86
D0254,,IDBI-SME-D0254,Active,FY27,FY27 Q1,IIFL Finance Limited,PTC,SME,NPSL,IDBI Bank,IDBI Trusteeship,IDBI Trusteeship,0.8759,2026-04-09,2026-05-09,Fixed,7.97,2.02,9.99,0.9365,9.3786,22306,333.75,322.72,A+(SO),A+(SO),0.0422,0.0,Senior,First Loss Guarantee,14.08,0.1,44,17,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.33,0.28,0.73,0.43,1.29,0.36,0.83
D0255,,Federal-MFI-D0255,Closed,FY25,FY25 Q1,IIFL Finance Limited,PTC,MFI,NPSL,Federal Bank,IDBI Trusteeship,Catalyst Trusteeship,0.9099,2024-04-10,2024-05-10,Fixed,8.22,3.19,11.41,0.9633,9.9197,22759,122.08,115.43,Unrated,Unrated,0.0,0.0,Senior,Cash Collateral,3.72,0.1,16,10,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.12,0.08,0.37,0.25,0.33,0.16,0.31
D0256,,RBL-MFI-D0256,Closed,FY25,FY25 Q1,IIFL Finance Limited,DA,MFI,NPSL,RBL Bank,Vistra ITCL,Axis Trustee,0.8891,2024-05-26,2024-06-26,MCLR Linked,10.81,1.92,12.73,1.2918,11.947,6366,249.64,230.59,AA(SO),AA(SO),0.0,0.0,,None,0.0,0.1,14,2,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.25,0.3,0.35,0.57,0.62,0.16,0.62
D0257,,South-HCF-D0257,Closed,FY25,FY25 Q2,IIFL Finance Limited,PTC,HCF,NPSL,South Indian Bank,Axis Trustee,IDBI Trusteeship,0.9445,2024-09-19,2024-10-19,MCLR Linked,10.05,2.08,12.13,0.676,11.1146,6911,85.27,83.25,Unrated,Unrated,0.0962,0.0,Senior,First Loss Guarantee,8.2,0.1,75,8,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.09,0.07,0.16,0.1,0.28,0.06,0.21
D0258,,Federal-SME-D0258,Active,FY26,FY26 Q4,IIFL Finance Limited,PTC,SME,PSL,Federal Bank,Axis Trustee,Vistra ITCL,0.9194,2026-02-20,2026-03-20,Fixed,10.49,2.81,13.3,0.6418,12.2071,22478,274.91,271.99,A+(SO),A+(SO),0.0893,0.0,Senior,First Loss Guarantee,24.55,0.05,26,16,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.27,0.24,0.82,0.56,0.62,0.17,0.69
D0259,,RBL-Gold-D0259,Active,FY27,FY27 Q1,IIFL Finance Limited,DA,Gold,PSL,RBL Bank,IDBI Trusteeship,Catalyst Trusteeship,0.9055,2026-05-18,2026-06-18,MCLR Linked,6.7,3.13,9.83,1.7008,9.207,17869,146.92,143.57,Unrated,Unrated,0.0,0.0,,None,0.0,0.05,11,15,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.15,0.09,0.21,0.18,0.43,0.2,0.37
D0260,,Aditya-Gold-D0260,Closed,FY25,FY25 Q4,IIFL Finance Limited,PTC,Gold,PSL,Aditya Birla Capital Limited,IDBI Trusteeship,Catalyst Trusteeship,0.8688,2025-03-18,2025-04-18,MCLR Linked,10.58,2.82,13.4,0.9496,12.0674,17521,115.7,114.11,Unrated,Unrated,0.0,0.0235,Senior,Overcollateralization,2.72,0.1,8,11,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.12,0.17,0.26,0.15,0.28,0.07,0.29
D0261,,UCO-Gold-D0261,Active,FY26,FY26 Q1,IIFL Finance Limited,DA,Gold,NPSL,UCO Bank,IDBI Trusteeship,Vistra ITCL,0.9492,2025-04-21,2025-05-21,MCLR Linked,10.77,2.3,13.07,1.1504,12.5441,23257,331.49,320.67,AA(SO),AA(SO),0.0,0.0,,None,0.0,0.1,7,12,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.33,0.37,0.38,0.39,0.59,0.35,0.83
D0262,,DCB-MFI-D0262,Closed,FY25,FY25 Q4,IIFL Finance Limited,PTC,MFI,NPSL,DCB Bank,Catalyst Trusteeship,Catalyst Trusteeship,0.8671,2025-02-25,2025-03-25,MCLR Linked,10.96,1.95,12.91,1.9198,12.0204,7781,47.81,47.26,AAA(SO),AAA(SO),0.0641,0.0,Senior,First Loss Guarantee,3.06,0.05,19,8,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.05,0.04,0.12,0.12,0.14,0.05,0.12
D0263,,Indian-LAP-D0263,Active,FY25,FY25 Q1,IIFL Finance Limited,DA,LAP,NPSL,Indian Overseas Bank,Axis Trustee,IDBI Trusteeship,0.8805,2024-04-22,2024-05-22,Fixed,7.95,1.75,9.7,1.7869,8.2525,24270,205.13,192.56,AA+(SO),AA+(SO),0.0,0.0,,None,0.0,0.1,65,11,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.21,0.19,0.33,0.23,0.35,0.25,0.51
D0264,,Indian-SME-D0264,Active,FY26,FY26 Q4,IIFL Finance Limited,PTC,SME,NPSL,Indian Overseas Bank,Vistra ITCL,IDBI Trusteeship,0.9494,2026-03-10,2026-04-10,MCLR Linked,9.0,2.49,11.49,1.4918,10.0695,17168,337.33,320.36,A+(SO),A+(SO),0.0,0.0,Senior,None,0.0,0.1,36,9,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.34,0.51,0.97,0.68,0.54,0.32,0.84
D0265,,Bandhan-HCF-D0265,Closed,FY25,FY25 Q3,IIFL Finance Limited,PTC,HCF,PSL,Bandhan Bank,Vistra ITCL,Catalyst Trusteeship,0.9435,2024-11-06,2024-12-06,MCLR Linked,10.25,2.53,12.78,1.8387,11.4316,12731,156.61,148.24,AA+(SO),AA+(SO),0.1173,0.0,Senior,First Loss Guarantee,18.37,0.1,78,9,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.16,0.09,0.16,0.26,0.35,0.1,0.39
D0266,,Bank-HCF-D0266,Active,FY25,FY25 Q1,IIFL Finance Limited,DA,HCF,PSL,Bank of Maharashtra,Axis Trustee,Axis Trustee,0.8662,2024-04-04,2024-05-04,MCLR Linked,7.33,2.56,9.89,1.0306,8.956,726,152.59,150.14,AA+(SO),AA+(SO),0.0,0.0,,None,0.0,0.05,71,8,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.15,0.13,0.42,0.2,0.3,0.08,0.38
D0267,,RBL-LAP-D0267,Active,FY25,FY25 Q1,IIFL Finance Limited,DA,LAP,PSL,RBL Bank,Catalyst Trusteeship,Catalyst Trusteeship,0.9293,2024-05-06,2024-06-06,Fixed,9.85,3.42,13.27,0.6892,12.4259,16738,54.8,52.29,AA(SO),AA(SO),0.0,0.0,,None,0.0,0.1,61,17,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.05,0.03,0.13,0.06,0.2,0.05,0.14
